body_type,sex,diet,how_often_shower,heating_energy_source,transport,vehicle_type,social_activity,monthly_grocery_bill,frequency_of_traveling_by_air,vehicle_monthly_distance_km,waste_bag_size,waste_bag_weekly_count,how_long_tv_pc_daily_hour,how_many_new_clothes_monthly,how_long_internet_daily_hour,energy_efficiency,transport_distance_interaction,energy_efficiency_heating,carbonemission
0,0,2,2,1,2,4,2,79,3,11,1,3,11,23,19,0,22,0,2087
3,0,2,3,3,2,4,2,243,1,88,3,6,24,13,8,2,176,6,981
1,1,0,0,0,0,2,0,127,1,8554,0,3,10,36,22,2,0,0,3694
1,0,1,0,0,1,4,0,171,2,1961,0,3,14,20,16,2,1961,0,1939
3,1,1,0,1,2,4,0,274,1,47,0,5,17,29,12,1,94,1,1735
2,0,1,3,0,2,4,0,70,3,84,0,4,10,46,4,2,168,0,2661
0,1,1,1,2,1,4,0,233,0,1852,2,5,21,31,2,1,1852,2,2019
2,0,0,3,0,0,1,1,156,0,9500,0,5,12,19,22,0,0,0,2435
1,0,2,2,2,0,0,2,285,3,3542,0,6,5,25,20,1,0,2,4117
2,0,1,3,1,2,4,2,160,1,16,2,1,23,24,15,1,32,1,905
2,1,1,1,3,1,4,0,220,2,804,0,4,15,10,6,1,804,3,1622
3,1,3,2,1,0,0,2,210,3,1883,1,3,3,36,15,0,0,0,3088
2,1,0,2,0,2,4,1,103,0,65,1,5,8,37,13,0,130,0,2982
1,0,1,2,3,1,4,2,99,0,540,1,1,4,7,1,0,540,0,1259
0,0,3,2,1,1,4,0,215,2,851,2,3,1,44,13,1,851,1,1208
2,1,1,1,1,2,4,2,192,0,36,3,2,3,38,13,2,72,2,1756
3,0,2,2,2,1,4,2,130,1,568,1,3,12,34,12,0,568,0,1253
1,0,2,3,3,1,4,0,173,2,792,3,2,22,50,11,0,792,0,1793
0,1,0,0,3,0,3,2,204,0,8119,2,3,10,46,21,1,0,3,4570
0,1,0,0,1,0,1,1,200,2,6674,0,2,15,13,0,2,0,2,1180
0,1,0,1,3,1,4,0,63,3,689,0,6,6,50,12,0,689,0,3318
0,0,0,0,1,0,2,2,138,0,375,0,5,12,12,24,1,0,1,1885
3,0,2,3,1,1,4,0,50,3,1265,0,6,13,43,11,1,1265,1,2414
1,1,0,1,2,1,4,1,114,1,359,0,7,0,36,10,1,359,2,2519
3,0,3,0,3,0,5,0,132,2,498,0,2,1,45,7,0,0,0,1570
0,1,3,0,2,2,4,1,189,0,8,1,3,0,25,0,1,16,2,1847
2,1,0,2,0,2,4,2,154,2,77,1,3,1,50,7,2,154,0,2210
2,0,2,3,3,2,4,1,217,0,10,0,1,1,47,0,1,20,3,2090
0,0,2,1,3,1,4,2,105,1,1868,2,3,16,26,24,1,1868,3,1004
1,1,3,3,0,0,3,0,91,1,437,2,6,20,42,9,2,0,0,2005
2,0,1,3,0,2,4,0,144,3,67,2,7,10,9,18,0,134,0,2696
2,1,1,3,1,1,4,0,237,0,1584,3,7,3,24,2,2,1584,2,1834
0,0,0,0,1,1,4,1,291,3,1423,2,6,15,48,19,1,1423,1,2801
3,1,0,0,3,2,4,2,121,3,17,3,7,11,47,18,1,34,3,2849
0,0,3,1,1,1,4,1,95,1,1947,2,1,4,46,2,1,1947,1,1079
1,1,0,3,3,1,4,2,195,3,193,3,6,7,24,13,1,193,3,3357
0,1,1,0,0,2,4,0,216,3,24,1,1,19,49,9,1,48,0,3111
2,0,2,3,1,2,4,0,161,0,76,3,6,15,0,1,1,152,1,902
0,0,3,0,0,2,4,0,299,2,39,3,5,15,22,6,2,78,0,1292
1,0,3,1,3,2,4,2,62,1,13,0,7,15,18,9,1,26,3,1729
3,0,0,2,1,1,4,1,63,0,615,0,5,21,0,4,1,615,1,1461
3,0,1,3,0,0,0,1,251,1,5189,1,4,13,3,12,1,0,0,2326
1,1,3,2,3,1,4,1,285,1,1863,0,3,1,42,0,1,1863,3,2121
1,0,3,3,0,0,3,1,126,0,8536,2,6,4,0,4,1,0,0,4038
1,0,2,0,0,0,5,0,178,2,1270,2,3,6,9,19,2,0,0,1789
3,1,1,3,0,1,4,2,286,1,1267,0,4,5,20,5,2,1267,0,1836
0,0,1,0,0,0,3,1,115,2,2081,3,3,11,29,4,1,0,0,1674
3,0,1,1,0,2,4,0,90,3,94,0,2,21,19,9,0,188,0,2217
1,1,3,0,3,0,0,1,174,1,9616,3,3,0,28,20,0,0,0,4327
0,0,1,2,3,2,4,0,160,2,29,0,1,1,28,5,2,58,6,1123
3,1,1,2,1,1,4,0,264,3,97,2,4,9,11,0,2,97,2,1900
2,0,1,0,2,1,4,0,286,0,1621,1,1,10,37,14,2,1621,4,1881
1,1,2,2,0,0,0,1,252,3,2845,2,4,4,30,13,2,0,0,4522
2,1,1,2,0,2,4,1,66,0,40,2,4,22,50,11,1,80,0,2909
3,1,1,0,1,2,4,1,81,2,16,1,2,19,17,6,1,32,1,968
3,0,3,1,2,0,0,2,257,3,427,3,6,19,11,9,2,0,4,1769
0,0,0,3,3,0,2,0,227,2,9681,3,2,13,46,4,1,0,3,2834
1,0,0,2,0,0,0,1,156,1,8152,1,3,20,16,18,0,0,0,3687
1,1,1,2,2,1,4,1,165,3,604,3,2,24,40,19,1,604,2,3550
0,0,1,2,1,2,4,2,88,2,4,0,6,9,22,14,1,8,1,1473
1,1,3,3,1,0,5,1,177,1,933,0,5,13,30,17,1,0,1,2264
3,1,2,2,0,0,0,2,128,3,2593,1,2,2,34,9,2,0,0,3338
1,1,2,1,0,1,4,0,150,2,1032,3,4,16,23,0,0,1032,0,1883
1,0,1,2,1,2,4,2,232,1,98,2,6,23,36,13,2,196,2,1308
3,1,2,0,3,2,4,0,73,1,53,0,2,12,6,2,2,106,6,619
3,1,1,1,0,2,4,1,299,2,70,0,6,8,46,1,2,140,0,2537
0,1,2,2,2,1,4,2,145,2,705,1,3,18,20,11,1,705,2,1541
1,0,1,1,3,1,4,0,68,1,614,1,5,0,17,19,0,614,0,1237
1,1,3,1,1,1,4,1,50,0,1530,2,6,17,15,1,0,1530,0,1941
1,1,1,2,1,2,4,0,293,1,75,2,5,10,41,6,1,150,1,1563
1,1,2,3,3,2,4,2,211,0,14,2,6,5,34,1,0,28,0,2806
0,1,1,1,2,2,4,1,113,2,72,2,7,15,18,24,2,144,4,1713
2,1,0,3,2,2,4,0,215,2,4,2,5,19,43,9,0,8,0,2159
2,0,1,3,3,2,4,0,209,2,88,3,1,19,17,20,0,176,0,1352
3,0,3,1,3,2,4,2,157,2,63,3,2,2,48,18,2,126,6,1231
3,1,2,2,0,1,4,1,52,3,680,1,7,5,33,0,1,680,0,3327
3,1,0,3,2,1,4,2,118,0,1444,3,1,11,42,20,2,1444,4,1998
2,0,1,1,1,1,4,0,244,2,1787,3,2,5,24,10,2,1787,2,984
0,0,3,1,1,1,4,0,152,2,520,1,2,6,19,24,0,520,0,921
0,0,0,1,1,0,5,2,237,0,8611,2,2,7,50,3,2,0,2,4757
3,0,1,3,0,0,3,0,63,0,5207,0,1,11,9,24,0,0,0,2515
2,0,2,2,1,0,2,1,95,0,4080,3,7,11,23,16,1,0,1,2171
0,1,1,3,2,0,5,2,175,1,9566,1,2,13,27,10,1,0,2,5033
0,0,3,2,2,2,4,2,51,3,87,3,5,17,41,18,2,174,4,2170
1,0,2,0,2,0,2,2,67,2,6729,2,6,0,40,22,0,0,0,2966
3,1,2,3,0,1,4,1,142,3,798,2,6,3,38,21,2,798,0,3074
3,0,3,2,0,1,4,0,220,3,1475,1,2,22,15,4,1,1475,0,2121
0,0,3,0,3,1,4,0,208,0,1159,2,4,3,6,2,0,1159,0,1394
3,0,1,3,0,1,4,0,222,1,1212,1,6,5,20,15,1,1212,0,1425
2,0,1,0,0,1,4,1,136,0,595,3,7,6,32,21,1,595,0,2391
1,0,1,2,1,0,1,2,273,1,4922,0,2,13,3,1,1,0,1,798
0,1,3,2,2,0,0,1,239,0,3075,0,6,10,12,24,1,0,2,3122
3,0,1,0,2,0,2,2,154,2,6692,1,5,14,24,17,2,0,4,2361
0,0,3,3,2,2,4,0,232,2,80,1,1,20,8,7,2,160,4,837
3,0,0,1,0,1,4,2,288,1,400,2,3,19,31,8,1,400,0,1428
2,1,0,2,0,0,5,2,71,3,1564,2,5,15,42,10,0,0,0,3847
0,1,2,0,2,0,1,2,234,0,1001,0,6,13,3,12,2,0,4,2132
3,0,2,0,3,0,2,0,212,2,6082,0,1,13,10,9,0,0,0,1716
2,1,1,2,1,1,4,2,220,3,259,3,6,22,20,12,0,259,0,2569
3,1,3,3,2,2,4,2,158,1,81,2,6,23,13,20,0,162,0,1184
3,1,2,3,0,2,4,0,195,0,29,2,1,24,33,14,2,58,0,1888
3,0,2,0,0,1,4,2,214,3,1661,1,5,19,6,12,0,1661,0,2379
2,1,1,0,3,2,4,2,131,2,87,1,7,16,22,4,0,174,0,2240
2,1,3,2,2,1,4,0,192,3,388,2,7,4,27,2,2,388,4,3236
3,1,1,1,0,2,4,1,183,2,0,3,4,14,49,2,1,0,0,1801
3,1,0,1,2,1,4,1,284,0,1432,0,6,15,37,5,0,1432,0,2819
1,0,1,2,1,2,4,2,142,0,61,1,5,20,44,16,1,122,1,2206
3,0,0,2,0,0,3,0,146,2,7849,2,4,1,3,19,2,0,0,3022
3,1,3,3,0,2,4,0,61,1,38,1,5,9,1,15,2,76,0,1383
1,0,2,2,1,1,4,0,108,0,756,1,6,13,38,11,0,756,0,2231
2,0,3,2,0,2,4,1,159,2,7,0,3,9,15,6,0,14,0,1783
1,0,3,3,2,0,2,2,208,0,2764,1,7,0,20,16,0,0,0,3139
2,1,3,3,1,0,1,2,211,0,5737,2,6,17,0,10,2,0,2,1779
3,0,2,3,2,1,4,1,148,0,1935,3,4,23,23,21,0,1935,0,1678
0,1,0,3,2,0,5,1,153,3,3876,2,5,15,3,1,0,0,0,3984
3,0,0,3,3,2,4,1,79,3,86,2,3,0,15,6,2,172,6,1886
2,1,3,3,0,0,0,2,217,3,3307,1,2,18,17,21,0,0,0,4040
2,1,2,2,0,2,4,0,242,1,88,2,2,17,35,21,0,176,0,1643
1,1,0,2,3,2,4,2,241,3,28,0,3,16,28,20,2,56,6,3573
1,1,1,1,1,1,4,1,69,1,14,1,6,12,29,3,1,14,1,1401
0,0,2,1,0,1,4,2,136,1,121,0,6,6,27,12,0,121,0,1679
2,1,3,0,2,1,4,1,246,3,159,1,6,20,48,13,1,159,2,4128
2,0,0,1,3,1,4,2,276,2,1826,1,1,17,14,10,2,1826,6,1242
1,0,0,0,2,0,0,0,98,2,8729,0,6,4,26,3,0,0,0,4138
3,0,0,3,2,2,4,1,221,1,2,2,4,5,44,7,0,4,0,1613
0,1,3,0,0,1,4,2,284,3,1309,1,6,23,42,6,2,1309,0,3543
3,0,3,3,2,0,0,0,191,0,5204,2,1,24,2,18,2,0,4,2116
1,1,1,1,0,2,4,2,232,1,70,1,7,11,14,12,2,140,0,1964
2,0,2,3,2,1,4,2,151,3,857,0,2,10,33,9,1,857,2,2611
0,0,2,0,3,0,3,2,72,2,8097,2,7,0,47,3,0,0,0,3586
3,0,1,3,1,0,3,1,244,0,7185,3,2,20,30,14,0,0,0,3244
3,1,2,0,1,1,4,1,201,0,849,2,6,9,25,19,0,849,0,1792
3,1,3,0,0,0,5,1,269,3,7429,1,4,6,1,14,1,0,0,5521
0,0,0,1,3,0,0,0,294,2,9460,0,1,15,46,5,0,0,0,3575
2,1,3,3,1,2,4,0,60,2,68,3,2,20,28,9,0,136,0,967
2,1,1,3,2,2,4,2,201,2,21,0,4,1,46,8,0,42,0,2343
2,0,3,3,0,1,4,2,267,3,1696,2,6,18,14,15,2,1696,0,2830
2,1,3,3,2,0,1,0,115,1,7954,0,3,6,26,8,1,0,2,1616
1,1,3,0,3,2,4,1,73,0,69,0,7,16,38,3,0,138,0,3326
1,0,3,0,0,2,4,1,189,1,43,1,3,3,37,4,0,86,0,1743
3,0,3,0,3,1,4,0,232,2,866,0,7,16,7,3,1,866,3,1503
3,0,0,0,3,0,2,1,66,3,5438,3,6,19,21,0,0,0,0,2881
2,1,3,1,0,0,2,1,277,3,4915,2,7,6,27,23,0,0,0,4601
0,0,3,3,0,2,4,2,72,3,81,2,3,9,44,14,2,162,0,2522
0,0,1,2,3,2,4,2,155,1,73,1,3,12,0,13,0,146,0,826
1,0,2,2,1,1,4,2,236,3,1412,1,4,13,25,20,2,1412,2,2843
0,0,3,3,3,0,5,0,193,0,2910,2,5,2,44,4,1,0,3,2792
2,1,0,0,1,1,4,1,281,2,1707,3,2,4,28,18,2,1707,2,1643
1,0,0,0,2,1,4,1,55,1,1239,1,1,3,22,13,2,1239,4,1064
0,0,3,2,1,0,2,1,73,2,5413,3,1,12,23,17,2,0,2,1495
1,0,0,0,3,1,4,0,208,3,618,3,5,9,19,8,0,618,0,2597
0,1,3,3,3,1,4,2,176,1,1190,2,5,24,40,6,0,1190,0,1472
3,0,2,2,1,0,3,0,93,2,226,0,3,12,23,8,1,0,1,824
0,1,0,1,0,1,4,1,75,3,1399,0,5,14,47,6,2,1399,0,3630
0,1,0,3,3,1,4,2,143,2,1747,1,6,8,44,20,2,1747,6,2249
2,1,0,2,3,1,4,1,141,2,1252,3,6,24,49,3,1,1252,3,2052
1,0,2,2,2,0,1,0,218,0,1828,2,2,3,49,12,0,0,0,2264
0,0,1,0,0,2,4,0,265,3,13,1,4,23,23,22,0,26,0,2472
1,0,0,3,0,0,1,1,159,0,6124,2,1,17,19,8,0,0,0,2134
2,0,2,1,1,2,4,0,296,3,81,2,3,17,39,6,0,162,0,2320
0,1,2,0,0,0,2,1,78,0,2771,3,5,11,30,11,1,0,0,2581
3,0,0,0,3,1,4,0,55,1,1397,2,5,2,41,22,2,1397,6,1244
2,0,1,3,3,2,4,1,98,0,14,1,4,4,14,20,2,28,6,1780
3,0,2,3,1,2,4,1,291,2,23,2,5,7,30,23,1,46,1,1230
1,1,3,1,1,2,4,0,116,2,37,1,2,3,38,2,1,74,1,1504
3,1,1,3,0,1,4,2,106,2,413,2,1,24,48,15,1,413,0,1614
3,0,2,2,2,0,5,2,276,3,3974,2,3,5,38,24,1,0,2,3516
0,1,1,2,0,0,5,0,198,1,2767,3,1,15,33,17,2,0,0,2453
0,1,1,1,3,2,4,0,65,3,52,0,5,24,28,1,0,104,0,2714
0,1,3,2,0,2,4,0,250,2,38,0,6,22,42,18,1,76,0,2559
2,1,1,3,1,2,4,2,283,1,32,0,6,10,44,21,1,64,1,2140
0,1,3,3,0,2,4,2,94,1,33,0,3,21,9,24,0,66,0,1344
2,1,2,1,2,0,0,2,172,0,5065,0,4,16,32,18,0,0,0,3681
3,1,3,3,3,2,4,1,291,3,75,3,7,18,9,19,2,150,6,2642
2,1,3,3,0,1,4,1,199,2,1208,2,1,8,6,15,0,1208,0,1847
2,0,2,0,0,1,4,0,85,3,1718,1,2,21,8,9,0,1718,0,2353
0,1,0,0,3,1,4,1,243,1,245,0,1,14,7,5,0,245,0,1115
0,0,3,0,3,0,1,0,150,3,2476,1,7,17,46,16,2,0,6,2742
0,0,0,2,1,0,2,1,255,1,5423,0,5,3,47,19,0,0,0,2630
3,0,2,1,1,1,4,2,129,3,991,0,1,9,1,8,0,991,0,1570
0,1,2,2,3,1,4,0,202,1,910,0,5,16,27,13,2,910,6,1751
2,1,1,0,2,0,5,1,53,0,1136,0,7,16,33,10,0,0,0,3421
2,0,2,0,0,0,3,2,165,3,2810,2,5,17,38,1,1,0,0,3601
2,1,3,3,0,0,2,0,227,2,7714,0,5,10,23,11,0,0,0,3855
3,1,3,0,0,2,4,1,103,1,88,3,2,6,8,1,2,176,0,870
3,0,3,3,1,0,3,2,148,3,6847,1,3,12,38,14,2,0,2,3522
1,0,0,2,3,1,4,1,103,3,1826,3,1,1,28,9,1,1826,3,2541
1,0,3,2,3,2,4,1,75,0,28,2,1,24,21,16,0,56,0,1781
3,1,1,0,0,0,3,1,180,1,1830,2,6,14,50,16,1,0,0,2654
3,1,1,0,0,0,2,0,118,0,6269,0,5,9,36,20,2,0,0,3288
1,1,3,3,2,1,4,1,248,2,576,2,7,6,46,8,0,576,0,2330
0,0,0,1,0,2,4,0,101,2,35,1,1,3,17,0,1,70,0,1197
3,0,1,1,1,1,4,0,261,1,1771,2,6,8,21,19,0,1771,0,1167
0,1,0,0,0,2,4,1,258,2,50,3,3,2,0,23,2,100,0,1617
0,0,0,2,0,0,3,1,229,2,5694,2,5,6,6,11,1,0,0,2845
1,1,0,1,1,2,4,1,99,1,5,1,5,6,27,18,2,10,2,1588
3,0,3,3,0,0,1,1,161,0,6474,2,5,24,25,9,0,0,0,2057
1,0,0,3,3,1,4,2,263,3,923,3,4,5,9,11,1,923,3,2788
1,1,0,0,3,1,4,1,242,0,426,0,3,15,41,1,0,426,0,3224
1,1,0,1,1,1,4,1,85,2,422,0,7,0,22,7,1,422,1,2097
0,1,0,2,1,1,4,1,167,2,1285,3,4,12,36,12,0,1285,0,1366
0,0,3,1,0,1,4,0,268,0,1040,1,4,18,2,2,1,1040,0,1737
1,1,3,1,2,1,4,0,186,0,918,0,5,13,33,7,2,918,4,3018
0,0,1,3,3,0,1,0,234,2,9814,3,2,5,43,24,0,0,0,1393
0,0,3,2,1,0,5,0,173,3,4570,3,1,1,36,15,1,0,1,3490
1,1,3,1,1,1,4,0,249,2,159,3,5,4,41,8,2,159,2,1598
3,1,0,0,2,0,2,2,73,2,7315,0,2,5,6,13,0,0,0,2518
2,0,1,3,0,1,4,0,264,0,1559,3,2,7,38,18,2,1559,0,1951
3,1,2,0,1,2,4,1,265,3,87,3,5,9,50,18,0,174,0,2546
0,1,1,0,1,0,1,0,59,2,1958,2,3,20,28,10,0,0,0,998
0,0,3,0,3,2,4,2,109,1,12,1,2,6,5,7,2,24,6,764
0,1,1,0,0,1,4,0,86,0,1791,3,5,9,38,17,2,1791,0,2266
2,1,0,1,3,2,4,0,69,2,72,3,1,6,13,11,0,144,0,1085
3,0,1,3,3,2,4,1,172,1,49,3,1,1,0,2,2,98,6,592
0,0,1,3,1,1,4,0,189,0,961,3,5,16,29,16,2,961,2,1267
2,1,3,2,1,1,4,2,285,2,147,0,5,4,24,11,2,147,2,1834
3,1,2,1,1,0,3,1,87,1,2626,2,6,2,2,6,1,0,1,1397
3,0,1,1,0,0,0,0,283,2,1233,2,6,4,37,8,1,0,0,1950
0,0,3,2,1,0,1,1,283,0,6597,0,5,17,45,8,1,0,1,2169
3,0,3,3,3,0,0,2,76,1,1469,2,4,4,22,19,0,0,0,1429
1,0,2,0,2,2,4,2,136,3,50,3,4,2,15,10,2,100,4,2329
2,1,2,3,0,0,0,1,246,1,4179,2,1,8,7,14,2,0,0,2449
3,1,1,2,0,0,3,2,271,1,2591,1,7,17,24,6,2,0,0,2798
1,1,2,0,1,0,3,1,178,2,8561,2,6,11,13,1,1,0,1,4359
0,1,1,1,1,1,4,1,260,1,585,2,5,17,12,4,2,585,2,931
2,0,1,2,1,2,4,2,52,0,1,0,6,17,44,15,2,2,2,2479
3,0,1,1,3,2,4,1,54,0,25,0,6,0,34,7,1,50,3,2116
3,1,0,1,2,0,5,0,295,1,7735,1,3,5,7,7,1,0,2,3882
3,0,0,3,0,2,4,1,154,0,25,2,1,17,6,11,1,50,0,1495
3,1,0,0,2,1,4,2,247,1,1621,3,1,23,41,14,2,1621,4,1585
2,0,1,1,0,1,4,1,186,3,937,0,6,17,6,12,2,937,0,3088
1,0,2,0,0,2,4,0,136,1,33,2,6,10,2,8,1,66,0,1095
2,1,2,1,3,0,5,0,161,2,2885,3,2,18,28,10,1,0,3,2494
2,1,0,1,1,1,4,1,262,3,1770,0,6,9,28,22,2,1770,2,3650
1,0,2,3,3,0,3,0,181,2,5011,3,1,15,27,20,2,0,6,2466
1,1,2,1,2,0,5,0,72,2,7532,1,5,4,36,1,2,0,4,5052
0,1,0,2,3,1,4,0,196,2,1533,1,7,4,22,19,2,1533,6,2274
3,0,1,1,3,0,2,1,270,3,8539,2,6,16,32,17,1,0,3,4042
3,0,3,1,0,1,4,0,230,3,1891,3,6,2,44,8,0,1891,0,2385
2,0,1,2,2,0,1,1,78,1,4896,1,3,9,16,10,0,0,0,1198
0,0,3,1,1,0,5,1,223,3,3471,0,6,19,46,5,0,0,0,4166
0,1,2,2,3,0,1,0,162,3,9120,3,6,1,31,6,1,0,3,2593
0,1,3,0,3,0,2,1,239,2,7649,2,4,7,0,17,1,0,3,2412
2,1,2,3,0,2,4,2,195,2,90,3,1,19,6,17,0,180,0,1234
0,0,1,1,2,0,0,1,181,2,8961,0,6,11,45,19,1,0,2,4130
1,0,3,0,0,2,4,1,222,2,28,1,3,22,1,9,0,56,0,1564
2,0,2,1,0,1,4,0,74,1,1160,2,6,3,35,16,2,1160,0,1507
1,0,2,3,2,2,4,1,182,1,98,2,2,0,43,10,1,196,2,1469
0,0,1,0,0,2,4,0,94,1,12,3,1,16,4,2,0,24,0,835
1,0,0,2,0,0,1,2,171,3,8713,3,6,8,45,15,2,0,0,3336
1,1,2,2,2,2,4,2,213,2,26,2,6,10,20,11,1,52,2,1547
1,0,0,0,3,0,3,0,101,0,1417,0,5,0,4,18,2,0,6,2724
3,1,2,3,0,2,4,0,236,2,70,1,6,2,23,16,2,140,0,1695
1,1,1,2,0,2,4,2,273,1,86,1,2,19,22,19,2,172,0,1938
3,1,2,1,3,2,4,1,151,1,79,3,3,17,42,15,2,158,6,1226
0,1,2,1,1,2,4,0,249,0,73,2,6,11,35,10,1,146,1,1771
3,1,2,0,0,1,4,2,189,0,1508,1,2,11,23,20,0,1508,0,2096
0,0,0,1,0,2,4,2,91,3,42,1,7,5,29,11,2,84,0,2963
2,0,0,0,1,0,3,2,192,2,7994,0,5,12,3,1,1,0,1,3538
1,0,2,3,1,1,4,0,205,2,1439,2,2,4,30,8,0,1439,0,1144
3,0,2,0,1,0,2,1,277,1,133,3,7,17,6,3,2,0,2,689
2,0,2,3,1,2,4,1,239,1,80,2,1,21,33,7,0,160,0,1021
0,0,1,2,0,2,4,0,174,3,89,0,3,2,2,10,1,178,0,2308
1,0,2,0,1,0,2,2,70,3,800,3,1,16,22,7,2,0,2,2237
0,1,0,3,2,1,4,2,294,1,1582,1,2,11,9,7,0,1582,0,1421
1,0,0,1,0,1,4,2,285,0,635,0,6,22,36,1,1,635,0,3031
1,0,2,0,2,2,4,2,138,2,36,0,4,18,39,22,1,72,2,2158
1,1,2,0,0,0,5,2,106,2,2225,2,7,7,1,3,1,0,0,2536
0,1,2,3,0,0,0,1,61,1,1642,1,1,24,37,2,1,0,0,1793
2,1,2,2,1,0,2,0,94,0,8345,1,2,19,34,13,1,0,1,3502
3,1,3,3,0,2,4,2,224,1,20,1,7,23,37,23,1,40,0,1868
1,0,3,1,1,1,4,0,216,2,365,2,5,14,9,22,1,365,1,1141
2,0,3,3,1,1,4,2,70,3,594,1,3,11,30,14,2,594,2,2024
0,1,3,0,2,1,4,0,222,1,477,0,6,16,10,4,1,477,2,1520
2,0,0,3,2,0,0,0,226,3,2541,3,3,20,0,22,0,0,0,2938
0,0,2,3,1,0,2,2,209,0,7440,1,5,17,47,9,1,0,1,3060
0,0,1,0,1,1,4,0,276,1,1948,2,5,11,46,22,0,1948,0,1210
3,1,0,3,3,0,2,2,264,3,4355,3,6,19,3,15,1,0,3,3272
1,0,3,0,0,1,4,2,53,0,1586,1,3,18,48,12,0,1586,0,2745
2,1,1,3,0,0,0,2,235,2,6129,2,6,0,35,16,1,0,0,4046
3,1,1,2,2,2,4,2,245,0,19,0,7,0,43,1,1,38,2,2670
0,0,0,1,2,2,4,1,66,2,31,0,5,23,30,0,1,62,2,1725
2,0,0,3,0,2,4,0,276,0,84,0,5,24,30,7,0,168,0,2548
3,0,0,2,2,0,2,1,179,1,3569,3,6,13,48,21,0,0,0,2119
3,0,1,1,1,0,0,1,55,1,5356,1,5,21,10,3,2,0,2,1940
2,1,2,1,1,1,4,1,78,1,155,2,4,23,30,3,1,155,1,1273
1,0,2,0,2,1,4,0,59,1,1885,2,4,16,26,7,1,1885,2,1156
3,1,1,3,3,2,4,1,176,1,20,0,2,22,35,19,0,40,0,1734
3,1,0,2,1,1,4,0,252,0,957,0,7,18,50,21,0,957,0,2712
3,1,3,1,3,1,4,2,284,1,1046,3,2,14,26,1,2,1046,6,1003
3,1,0,2,1,0,3,2,97,3,5569,2,6,23,42,20,1,0,1,4255
0,0,1,0,1,0,0,0,240,0,539,3,6,19,6,11,2,0,2,1193
2,1,1,1,2,1,4,0,162,3,672,3,6,0,49,18,2,672,4,3272
0,1,1,3,0,2,4,0,67,1,84,1,2,9,11,19,0,168,0,1335
3,0,3,1,1,0,0,1,56,3,5738,2,3,2,37,4,2,0,2,3164
0,0,3,3,0,2,4,1,151,0,5,0,4,13,26,11,0,10,0,2122
0,1,2,0,3,0,5,2,225,1,1019,0,7,9,6,23,2,0,6,2106
2,1,1,1,3,0,5,1,52,2,9117,1,7,9,17,13,2,0,6,5258
0,0,1,0,3,2,4,2,183,3,98,2,5,18,9,21,2,196,6,2263
1,0,1,1,2,0,2,2,109,1,5984,3,5,6,15,3,2,0,4,1965
0,0,1,2,3,0,3,1,175,2,8203,1,1,9,49,2,1,0,3,3317
1,0,3,0,0,2,4,0,52,3,43,2,4,11,5,6,1,86,0,2372
1,1,0,2,3,0,3,0,208,3,1375,1,3,14,34,11,0,0,0,3892
2,0,3,1,3,0,0,1,124,1,1632,3,7,22,3,6,2,0,6,1256
3,1,3,1,0,1,4,0,192,3,1509,1,2,22,0,4,1,1509,0,2208
1,1,2,0,0,1,4,1,221,2,1718,3,5,14,26,14,0,1718,0,2176
0,1,0,0,2,2,4,1,181,0,41,1,3,22,41,6,1,82,2,2390
0,1,2,0,0,0,1,1,140,3,2496,1,1,2,44,17,2,0,0,2773
3,1,0,3,2,0,5,1,299,2,846,2,6,19,10,3,2,0,4,2191
1,1,2,0,0,1,4,0,62,0,1151,3,2,12,20,0,2,1151,0,1888
1,1,3,2,1,2,4,1,122,2,31,1,4,3,48,9,1,62,1,2338
1,0,0,1,0,0,0,2,284,2,1765,3,2,4,46,20,1,0,0,2688
2,1,0,1,3,1,4,1,51,3,911,0,7,18,38,20,0,911,0,4049
0,0,1,2,0,2,4,0,259,3,61,0,5,18,31,2,2,122,0,2742
3,0,0,1,0,0,1,1,65,1,4256,0,1,24,18,3,2,0,0,846
3,0,0,1,1,0,1,0,144,1,1382,2,3,5,22,24,1,0,1,735
2,0,0,1,2,1,4,0,95,3,1149,1,2,10,46,24,0,1149,0,2756
3,1,1,3,1,1,4,0,280,2,137,2,5,18,14,22,1,137,1,1219
1,1,1,2,2,1,4,1,53,0,1830,0,1,20,22,7,2,1830,4,2093
3,1,1,0,3,0,2,1,188,1,2810,2,6,8,42,4,1,0,3,1850
0,1,2,1,1,0,3,2,240,0,5162,0,1,12,42,3,1,0,1,3110
1,0,2,1,1,1,4,2,283,1,658,0,1,7,50,10,2,658,2,1197
1,0,3,1,1,1,4,1,223,1,1121,3,2,22,4,21,1,1121,1,691
2,0,3,1,1,2,4,1,187,3,74,3,6,19,22,11,0,148,0,2308
0,1,3,2,3,0,0,1,255,2,1273,1,2,18,38,24,2,0,6,2191
2,1,0,1,0,0,3,2,139,1,7757,1,5,22,35,0,0,0,0,4186
3,1,0,1,1,0,2,2,154,3,9772,2,2,2,7,18,0,0,0,3649
2,0,0,2,3,0,1,1,237,1,8400,1,3,3,16,17,2,0,6,1467
2,0,3,2,0,1,4,0,135,3,652,1,1,7,17,11,2,652,0,2374
2,1,2,3,0,1,4,0,94,2,1430,1,4,15,5,11,1,1430,0,1616
1,1,2,0,2,0,1,2,225,1,5955,2,1,12,48,0,2,0,4,1644
0,1,1,3,0,2,4,1,87,2,42,0,7,9,42,20,2,84,0,2636
